song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
69,262200,0.000629,0.654,0.83,1.13E-06,10,0.121,-4.801,0.0366,124.989,0.548
51,137560,0.838,0.796,0.443,0,4,0.156,-11.033,0.0365,118.588,0.817
46,192705,0.0251,0.532,0.726,0,1,0.717,-7.057,0.36,152.003,0.357
60,314893,0.00725,0.3,0.707,0.000748,2,0.285,-6.585,0.0507,105.916,0.386
48,147702,0.233,0.899,0.619,8.18E-06,8,0.104,-6.231,0.253,143.016,0.38
14,192000,0.111,0.789,0.654,1.02E-06,7,0.108,-7.776,0.234,139.88,0.447
77,208741,0.166,0.662,0.827,0.0165,8,0.086,-5.891,0.0624,115.014,0.477
69,209885,0.272,0.666,0.39,9.39E-06,5,0.111,-8.575,0.0838,113.866,0.325
57,177500,0.516,0.764,0.457,2.40E-05,2,0.201,-11.351,0.0272,95.996,0.764
22,192613,0.11,0.663,0.718,4.52E-05,7,0.28,-6.491,0.0315,116.009,0.618
6,202933,0.00649,0.753,0.719,0.00115,1,0.0947,-5.125,0.0347,99.948,0.579
60,215917,0.0438,0.761,0.701,0.00398,11,0.308,-4.006,0.0559,99.982,0.786
65,177048,0.000198,0.39,0.91,0,5,0.156,-3.268,0.133,162.253,0.644
39,216213,0.137,0.461,0.81,0,6,0.367,-8.444,0.478,133.18,0.423
62,188069,0.0124,0.687,0.829,0,3,0.107,-4.204,0.26,133.854,0.154
66,216000,0.000927,0.589,0.783,1.12E-06,1,0.187,-6.069,0.0318,127.92,0.622
58,224615,0.932,0.121,0.0818,0.96,3,0.091,-25.055,0.0433,80.232,0.0363
88,288086,0.0692,0.904,0.756,0,10,0.339,-3.746,0.32,140.005,0.342
27,231761,0.0115,0.617,0.829,0,7,0.0957,-6.565,0.0438,145.249,0.486
64,131988,0.994,0.298,0.0366,0.938,8,0.109,-29.701,0.0465,72.209,0.282
61,186613,0.0192,0.598,0.489,0,5,0.151,-9.307,0.0522,89.983,0.145
72,227694,0.0175,0.881,0.874,1.19E-06,6,0.154,-4.505,0.139,107.891,0.858
14,274285,0.0075,0.8,0.58,0.00033,0,0.06,-7.385,0.0444,139.986,0.643
55,192999,0.301,0.619,0.843,0,2,0.0538,-4.748,0.125,91.99,0.588
54,229000,0.255,0.603,0.562,0,8,0.1,-7.221,0.348,180.362,0.4
24,249773,0.596,0.481,0.317,0,7,0.0855,-12.757,0.0385,91.546,0.61
35,264773,0.0495,0.583,0.667,1.15E-06,1,0.1,-4.307,0.297,191.501,0.333
22,225410,0.0136,0.628,0.811,5.52E-05,6,0.107,-6.27,0.0583,128.013,0.514
63,225394,0.666,0.692,0.421,0.147,4,0.104,-10.948,0.0295,96.982,0.832
40,234906,0.169,0.61,0.864,1.16E-06,0,0.62,-4.928,0.208,89.524,0.55
31,232040,0.167,0.84,0.777,0,10,0.0373,-2.967,0.16,108.048,0.902
56,271906,0.22,0.762,0.954,1.76E-05,8,0.0612,-4.542,0.121,153.96,0.933
81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,0.0904,103.846,0.618
62,202626,0.00298,0.583,0.926,0.00101,0,0.121,-3.296,0.0318,99.988,0.2
64,260306,0.135,0.78,0.754,0.0339,5,0.0467,-5.377,0.0949,82.395,0.81
65,189535,0.0901,0.862,0.719,0,6,0.094,-3.755,0.129,135.042,0.541
61,236280,0.431,0.662,0.947,0.007,7,0.0974,-6.409,0.0517,110.006,0.31
70,203893,0.0825,0.787,0.541,0.000311,7,0.065,-10.437,0.0403,124.194,0.962
70,179226,0.487,0.659,0.577,0.00338,8,0.168,-8.114,0.0337,98.148,0.946
51,239880,0.208,0.58,0.832,0.00103,5,0.299,-3.934,0.0313,101.972,0.558
66,264333,0.00072,0.467,0.955,0.426,9,0.494,-6.043,0.0462,169.776,0.68
37,263437,0.00141,0.545,0.717,0.00689,0,0.148,-5.645,0.0341,128.039,0.511
43,248517,0.00031,0.546,0.857,0.00111,5,0.384,-4.748,0.0445,110.293,0.373
44,249733,0.551,0.692,0.253,3.01E-06,10,0.102,-13.684,0.0289,104.123,0.22
60,205226,0.599,0.545,0.59,0,9,0.0916,-7.257,0.0813,100.835,0.583
41,312506,0.608,0.85,0.74,0.000782,11,0.302,-6.327,0.0552,123.451,0.907
12,233426,0.0262,0.798,0.697,0,10,0.569,-4.788,0.0518,140.049,0.487
60,186419,0.623,0.41,0.485,0,11,0.196,-6.362,0.0284,149.882,0.23
43,220306,0.105,0.866,0.452,5.01E-05,10,0.314,-6.751,0.291,98.004,0.967
49,205821,0.679,0.718,0.695,2.84E-06,5,0.0902,-6.039,0.213,142.109,0.467
52,253152,0.141,0.835,0.74,3.78E-06,5,0.0797,-3.838,0.0427,108.018,0.954
61,231964,0.586,0.649,0.493,0.000167,11,0.0667,-7.645,0.11,104.542,0.277
58,208888,0.247,0.6,0.834,0.025,2,0.0414,-4.229,0.0367,108.052,0.454
24,197853,4.13E-05,0.521,0.913,0.00023,7,0.0961,-3.948,0.0819,140.059,0.542
63,259427,0.0106,0.505,0.848,0,11,0.18,-5.173,0.0575,140.055,0.282
2,237760,0.597,0.49,0.315,0,1,0.082,-7.682,0.03,101.962,0.316
70,245861,0.00251,0.482,0.946,0,4,0.0466,-3.231,0.0853,135.071,0.287
62,202200,0.0552,0.373,0.63,0,7,0.107,-5.131,0.0461,115.942,0.352
26,189200,0.28,0.667,0.6,3.70E-06,10,0.0869,-8.324,0.489,80.011,0.514
76,192587,0.114,0.709,0.759,0.000129,5,0.347,-3.811,0.0454,148.011,0.586
75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,0.241,147.031,0.653
84,205946,0.0771,0.652,0.713,1.02E-05,8,0.144,-5.311,0.0368,100.023,0.152
79,229360,0.0921,0.72,0.802,0,1,0.694,-5.797,0.0582,124.043,0.723
40,357000,0.408,0.581,0.741,0.0128,0,0.22,-9.233,0.204,166.038,0.903
62,272733,0.193,0.571,0.836,4.09E-06,0,0.182,-5.556,0.0371,141.608,0.73
78,212647,0.00868,0.565,0.849,4.68E-06,0,0.12,-3.516,0.0517,102.034,0.427
77,289533,0.00125,0.315,0.715,7.97E-06,11,0.0942,-8.072,0.0362,155.925,0.497
62,209280,0.00174,0.588,0.751,6.57E-05,0,0.353,-7.588,0.0328,136.979,0.52
81,231846,0.00632,0.736,0.756,0.00577,11,0.106,-7.099,0.047,117.016,0.712
58,168937,0.0263,0.786,0.887,0.812,11,0.338,-3.886,0.0518,126.982,0.682
73,216733,0.00132,0.736,0.811,0.000142,9,0.107,-4.17,0.081,103.502,0.609
83,215733,0.382,0.568,0.401,0,7,0.262,-6.341,0.0297,95.796,0.296
78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0.0621,124.001,0.205
71,155973,0.00517,0.462,0.836,0,11,0.18,-5.766,0.0621,168.766,0.671
39,211513,0.764,0.649,0.454,0.0026,5,0.119,-9.778,0.435,68.947,0.579
76,281235,0.762,0.343,0.357,2.86E-06,7,0.0933,-7.278,0.037,75.761,0.247
59,269306,0.00234,0.714,0.953,0.376,1,0.0245,-8.354,0.0543,121.653,0.882
17,260625,0.00841,0.502,0.794,0.392,1,0.116,-9.8,0.0526,160.034,0.307
74,238266,0.22,0.71,0.799,0.000602,6,0.349,-4.897,0.0328,120.372,0.725
62,210520,0.204,0.712,0.797,1.75E-06,9,0.111,-6.496,0.0373,129.131,0.612
37,200400,0.229,0.657,0.776,8.12E-06,6,0.328,-6.423,0.0495,100.012,0.863
36,319533,0.47,0.625,0.361,0.521,0,0.217,-19.459,0.0508,104.481,0.811
46,168866,0.717,0.612,0.233,0.000459,7,0.123,-12.989,0.112,119.105,0.749
56,398150,1.09E-05,0.712,0.601,0.802,5,0.0982,-8.968,0.062,124.912,0.513
18,256766,0.0558,0.555,0.983,0.213,10,0.123,-1.597,0.0738,144.053,0.411
54,318773,0.315,0.391,0.514,5.87E-06,11,0.0567,-6.398,0.0447,177.872,0.437
91,253579,0.0989,0.892,0.651,0,0,0.371,-8.645,0.378,105.814,0.599
73,216239,0.452,0.603,0.554,0,2,0.0545,-4.381,0.0646,111.989,0.354
63,381626,0.299,0.653,0.631,0.00265,9,0.0627,-11.334,0.0461,156.32,0.516
44,393333,0.00146,0.908,0.928,0.853,1,0.0532,-5.972,0.173,128.024,0.207
47,195056,0.467,0.862,0.543,0.0014,4,0.0931,-10.377,0.0795,129.016,0.961
47,185733,0.149,0.721,0.427,0,1,0.076,-8.168,0.031,100.994,0.423
85,145542,0.103,0.896,0.671,0,1,0.552,-6.977,0.289,112.502,0.358
56,156337,0.00102,0.697,0.94,0.0118,0,0.423,-2.866,0.106,128.018,0.154
74,157421,0.0463,0.552,0.573,0,9,0.105,-6.585,0.0948,182.14,0.525
58,160988,0.424,0.79,0.757,0,7,0.0581,-6.342,0.0465,126.269,0.933
58,245360,0.0114,0.648,0.947,0.0567,4,0.105,-6.617,0.0369,113.255,0.602
0,168438,0.566,0.892,0.301,0,10,0.172,-11.21,0.74,127.964,0.305
90,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0.463,120.274,0.152
6,285653,0.000575,0.438,0.806,3.55E-06,5,0.247,-6.788,0.0324,132.549,0.612
66,163400,0.000385,0.903,0.647,6.29E-05,1,0.111,-9.612,0.0998,142.963,0.817
49,233656,0.0703,0.52,0.514,0.00384,8,0.148,-9.535,0.028,75.026,0.69
64,220432,0.341,0.68,0.541,1.02E-06,2,0.23,-5.909,0.032,97.005,0.447
19,342080,0.055,0.708,0.917,0,7,0.0305,-3.913,0.0951,94.92,0.794
53,219024,0.404,0.795,0.724,1.67E-06,11,0.374,-6.532,0.0861,123.998,0.445
5,191560,0.276,0.51,0.924,0,0,0.385,-1.14,0.145,176.836,0.206
11,184333,0.00698,0.519,0.783,0.000503,9,0.238,-6.261,0.0254,96.019,0.259
67,192426,0.0407,0.636,0.873,1.27E-06,0,0.0372,-4.672,0.071,165.071,0.908
63,200000,0.00242,0.784,0.556,0.132,1,0.0517,-7.42,0.0415,113.979,0.645
72,207266,0.0916,0.575,0.912,0.00211,7,0.0562,-7.275,0.0393,117.399,0.843
29,258687,0.0461,0.834,0.878,0,8,0.334,-9.484,0.15,102.848,0.418
39,249480,0.000688,0.661,0.8,0.3,11,0.1,-4.222,0.129,139.876,0.609
58,266793,0.547,0.577,0.521,0.00034,9,0.128,-8.891,0.0289,100.868,0.583
69,271333,0.302,0.453,0.464,5.96E-05,2,0.152,-10.96,0.0431,93.19,0.658
39,226442,0.437,0.471,0.808,0,0,0.364,-3.873,0.067,86.359,0.506
35,189714,8.82E-05,0.504,0.922,0,1,0.344,-3.482,0.14,169.963,0.327
70,237320,0.0531,0.634,0.838,8.34E-06,2,0.0522,-5.363,0.0413,95.011,0.541
66,160866,0.0103,0.801,0.578,0.811,1,0.199,-13.264,0.181,92.139,0.499
76,214159,0.09,0.874,0.727,5.83E-06,8,0.0759,-7.689,0.0777,98.97,0.427
52,183053,0.283,0.815,0.826,0,5,0.256,-5.217,0.155,95.031,0.737
60,165935,0.0234,0.555,0.425,0,1,0.113,-10.863,0.307,127.759,0.179
41,296240,0.632,0.625,0.831,0,1,0.318,-4.992,0.0352,97.541,0.901
49,164951,0.996,0.306,0.16,0.943,2,0.0753,-21.068,0.0449,67.859,0.0839
68,232853,0.563,0.671,0.837,0,1,0.256,-4.828,0.436,88.838,0.686
21,178120,0.545,0.6,0.546,0,0,0.559,-5.714,0.0691,104.451,0.598
60,221543,0.0185,0.558,0.934,0.21,10,0.275,-4.072,0.0355,130.008,0.385
51,218800,0.89,0.77,0.115,5.85E-06,7,0.105,-19.668,0.0632,138.966,0.353
52,195040,0.00198,0.576,0.664,5.17E-06,2,0.123,-6.215,0.0812,139.532,0.0637
24,196293,0.866,0.472,0.152,0,7,0.122,-13.995,0.0303,109.799,0.4
4,392668,0.0251,0.794,0.901,0.00986,11,0.139,-4.652,0.0697,123.672,0.789
71,260173,0.16,0.533,0.637,1.12E-05,6,0.369,-5.571,0.0323,140.167,0.292
82,230000,0.213,0.766,0.756,0,5,0.349,-5.861,0.132,94.027,0.716
48,213333,0.0755,0.677,0.892,6.60E-06,9,0.202,-5.709,0.0527,145.921,0.898
71,188413,0.131,0.657,0.83,0,5,0.0865,-4.918,0.0404,90.028,0.218
70,235000,0.0341,0.66,0.627,9.64E-05,6,0.385,-10.397,0.124,85.44,0.789
70,227466,0.0909,0.805,0.814,6.47E-06,7,0.188,-6.102,0.0642,95.016,0.509
62,240280,0.338,0.63,0.608,0.000288,1,0.665,-7.273,0.225,99.948,0.406
94,222653,0.0441,0.737,0.636,6.66E-05,11,0.35,-4.546,0.0437,105.005,0.565
87,217118,0.214,0.717,0.605,0,11,0.138,-5.68,0.075,81.047,0.387
73,210226,0.00124,0.527,0.978,4.75E-05,8,0.0744,-5.436,0.109,141.169,0.463
71,206586,0.000213,0.309,0.875,0.00168,1,0.113,-4.49,0.0488,143.526,0.725
53,206493,0.0721,0.728,0.938,0.000173,7,0.0318,-7.844,0.077,150.004,0.938
97,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,0.222,155.008,0.446
56,179131,0.261,0.718,0.73,0,11,0.126,-5.012,0.289,144.943,0.379
60,214720,0.484,0.637,0.864,0,8,0.222,-4.381,0.0468,99.995,0.706
15,176561,0.00339,0.713,0.79,0.000868,7,0.485,-4.602,0.0574,98.011,0.308
47,187733,0.266,0.638,0.763,0,11,0.359,-3.537,0.0277,124.827,0.706
57,245253,0.203,0.855,0.695,0.00208,1,0.29,-5.595,0.0367,132.188,0.615
75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,0.0552,79.505,0.964
82,127200,0.0152,0.877,0.562,0,9,0.0933,-7.096,0.26,99.977,0.376
95,232959,0.0236,0.884,0.559,0,0,0.101,-7.442,0.12,97.994,0.342
31,167682,0.246,0.71,0.591,0.135,7,0.0743,-6.719,0.0594,158.089,0.812
45,178266,0.651,0.679,0.202,0.000722,3,0.117,-17.938,0.0295,95.89,0.591
37,202226,0.49,0.813,0.62,0.186,4,0.0636,-12.454,0.0274,95.274,0.97
36,228893,0.00231,0.555,0.837,0.00613,9,0.296,-4.476,0.0269,114.212,0.832
57,224571,0.596,0.776,0.657,0,2,0.141,-7.186,0.339,139.746,0.507
46,160840,0.0914,0.423,0.896,0.668,4,0.35,-9.555,0.0368,99.156,0.732
61,228066,0.0657,0.574,0.93,7.78E-06,1,0.108,-2.949,0.0413,92.303,0.69
39,183560,0.926,0.711,0.289,0.088,4,0.129,-17.284,0.0339,128.464,0.79
3,297600,0.0318,0.605,0.501,0.35,11,0.208,-7.49,0.0429,150.013,0.103
28,203880,0.355,0.646,0.953,0.029,1,0.0349,-6.368,0.0339,130.976,0.906
19,196545,0.878,0.46,0.59,0,3,0.23,-12.732,0.0346,154.924,0.962
14,206013,0.748,0.745,0.509,3.83E-06,11,0.0765,-10.127,0.103,126.065,0.365
64,181772,0.209,0.457,0.883,5.11E-06,10,0.0912,-5.61,0.0376,99.937,0.736
77,138872,0.0805,0.705,0.816,0,10,0.476,-7.046,0.32,94.211,0.929
43,164000,0.00799,0.381,0.807,0,8,0.064,-5.728,0.0686,108.481,0.351
64,122893,0.856,0.697,0.55,3.44E-05,2,0.0907,-11.496,0.18,84.802,0.844
48,210133,0.172,0.599,0.915,0,7,0.169,-4.013,0.0411,120.024,0.238
67,222013,0.135,0.657,0.655,0.00303,0,0.102,-8.3,0.0248,92.259,0.668
70,165714,0.00812,0.653,0.946,0.000207,5,0.126,-3.757,0.0556,125.966,0.653
61,215513,0.0386,0.827,0.697,0,1,0.0556,-4.288,0.0808,100.013,0.799
23,233482,0.465,0.807,0.521,0.00183,10,0.126,-9.686,0.233,131.963,0.308
8,164118,0.3,0.796,0.585,3.23E-06,3,0.327,-9.815,0.0338,127.252,0.87
60,270866,0.0994,0.509,0.689,7.31E-05,1,0.0986,-5.034,0.245,94.564,0.695
57,159913,0.0865,0.617,0.783,0,0,0.164,-5.519,0.275,147.023,0.158
63,277046,0.284,0.552,0.741,8.20E-05,11,0.334,-5.419,0.0542,69.709,0.718
65,213053,0.316,0.549,0.664,0,8,0.101,-4.942,0.0451,155.745,0.307
85,164640,0.66,0.769,0.479,0,1,0.0914,-5.339,0.0385,96.051,0.803
48,80331,0.862,0.468,0.35,0.000527,1,0.145,-11.073,0.178,83.221,0.124
7,225173,1.26E-05,0.482,0.878,0.647,11,0.409,-6.154,0.0549,123.543,0.538
49,281596,0.026,0.451,0.503,1.94E-06,2,0.663,-9.764,0.373,193.244,0.21
33,229813,0.00272,0.621,0.734,0.000125,1,0.72,-7.468,0.235,148.527,0.614
82,215064,0.0364,0.628,0.797,0,11,0.104,-3.953,0.0596,106.93,0.321
73,234520,0.0635,0.336,0.602,0,4,0.141,-6.354,0.0325,161.01,0.299
65,188093,0.00159,0.507,0.966,0,1,0.336,-2.635,0.046,136.035,0.502
36,223720,0.00078,0.421,0.823,3.21E-05,9,0.204,-3.327,0.0446,104.973,0.155
59,233133,0.00375,0.77,0.801,0.00281,9,0.0515,-4.182,0.0336,130.76,0.725
47,239906,0.347,0.884,0.67,0,10,0.0639,-4.175,0.036,130.055,0.961
68,231211,0.31,0.559,0.777,0,1,0.105,-5.031,0.0432,87.016,0.329
39,209631,0.649,0.524,0.26,0.0259,0,0.106,-15.002,0.0469,169.958,0.148
69,238657,0.158,0.767,0.625,0,5,0.16,-3.533,0.24,144.927,0.647
64,167375,0.647,0.448,0.667,6.37E-06,11,0.11,-8.115,0.307,80.8,0.0849
54,250909,0.173,0.811,0.472,0.407,8,0.0969,-13.446,0.0429,131.983,0.822
40,179293,0.824,0.478,0.29,0,1,0.114,-8.591,0.0243,79.111,0.375
69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,0.0851,150.024,0.742
34,234805,0.233,0.563,0.654,0.000179,11,0.108,-6.052,0.0357,96.044,0.736
77,206386,0.0262,0.779,0.626,0.00488,10,0.114,-7.73,0.067,140.078,0.419
42,226077,0.361,0.7,0.909,4.03E-05,0,0.0621,-2.742,0.0798,141.106,0.966
63,233325,0.36,0.747,0.619,0,7,0.132,-4.706,0.036,92.124,0.652
46,474960,0.00366,0.729,0.933,0.509,8,0.439,-5.667,0.0571,127.993,0.0459
75,205140,0.104,0.764,0.683,1.37E-05,7,0.108,-7.353,0.0467,121.979,0.574
60,219666,0.0127,0.502,0.924,0,4,0.162,-6.299,0.0503,149.186,0.922
26,177466,0.759,0.613,0.485,0.522,1,0.0591,-6.534,0.0379,162.11,0.564
68,232853,0.563,0.671,0.837,0,1,0.256,-4.828,0.436,88.838,0.686
34,266920,0.619,0.654,0.386,0,7,0.196,-12.024,0.0389,83.801,0.889
5,214986,4.11E-05,0.549,0.929,0.0124,7,0.108,-4.257,0.062,96.026,0.388
69,239711,0.00551,0.573,0.807,0.00608,6,0.109,-2.958,0.06,149.949,0.206
78,264853,0.0133,0.705,0.784,0,2,0.168,-6.477,0.271,160.035,0.377
70,172133,0.163,0.738,0.718,0,1,0.207,-5.777,0.0414,125.047,0.685
32,217000,0.484,0.475,0.448,2.74E-05,8,0.0809,-8.399,0.0548,119.427,0.0702
62,163723,0.287,0.496,0.444,1.00E-05,9,0.168,-8.152,0.0391,137.774,0.154
51,87000,0.814,0.651,0.128,0.908,2,0.0596,-14.998,0.0511,160.001,0.238
59,213973,0.246,0.678,0.893,0,2,0.268,-3.95,0.0452,129.579,0.959
68,225637,0.113,0.631,0.835,1.20E-05,2,0.331,-5.214,0.0568,98.971,0.466
60,190040,0.715,0.456,0.383,0,9,0.127,-9.516,0.0263,82.026,0.67
36,167200,0.426,0.487,0.558,0.000149,9,0.206,-8.579,0.0419,125.804,0.429
47,239906,0.347,0.884,0.67,0,10,0.0639,-4.175,0.036,130.055,0.961
22,232532,0.0736,0.566,0.851,1.07E-06,2,0.198,-3.799,0.0389,126.046,0.511
63,159462,0.0757,0.64,0.896,0.000149,0,0.346,-3.476,0.0778,127.858,0.213
59,287320,0.0241,0.273,0.537,0,2,0.0922,-9.612,0.0306,81.814,0.232
42,370533,0.535,0.48,0.756,0.0596,9,0.0593,-11.182,0.0552,110.178,0.924
52,201839,0.889,0.73,0.286,0.000122,10,0.173,-8.277,0.0545,83.98,0.446
55,160400,0.727,0.506,0.948,0,10,0.0904,-5.626,0.105,130.195,0.934
69,194866,0.0736,0.696,0.943,0,4,0.653,-2.962,0.0431,129.003,0.833
17,69026,0.763,0.651,0.0809,0,0,0.157,-21.8,0.808,92.814,0.42
17,196000,0.271,0.799,0.722,7.49E-06,9,0.0487,-5.786,0.284,100.05,0.5
73,203142,0.626,0.673,0.389,8.47E-05,7,0.0987,-12.165,0.165,140.078,0.191
92,205920,0.04,0.699,0.713,3.11E-06,9,0.294,-5.507,0.0594,121.993,0.354
60,174429,0.21,0.57,0.725,0,5,0.225,-6.765,0.273,111.625,0.683
51,184668,0.0497,0.82,0.795,0,5,0.28,-5.005,0.0591,127.985,0.913
58,211720,0.0106,0.283,0.655,1.05E-06,9,0.0787,-5.954,0.0699,83.878,0.124
69,156213,0.626,0.687,0.352,0.000151,8,0.133,-8.229,0.0759,122.955,0.155
17,187000,0.0484,0.76,0.864,0,8,0.118,-3.857,0.322,139.931,0.865
0,258120,0.0764,0.78,0.599,0,10,0.144,-8.136,0.329,108.913,0.446
52,248906,1.33E-05,0.565,0.968,0.188,1,0.089,-5.165,0.0568,108.003,0.693
52,193760,0.165,0.589,0.603,0,2,0.0687,-5.517,0.0435,76.874,0.456
43,189226,0.178,0.702,0.549,0.00307,0,0.211,-8.466,0.0254,110.844,0.846
61,198854,0.158,0.623,0.645,0,0,0.111,-5.407,0.0334,137.071,0.316
58,342973,0.0237,0.711,0.816,0.797,1,0.294,-6.397,0.0515,96.999,0.861
47,400266,0.505,0.6,0.872,0.00145,1,0.168,-4.166,0.141,147.708,0.823
56,222318,0.00454,0.536,0.695,0,11,0.116,-6.196,0.143,153.727,0.245
51,235000,0.111,0.82,0.659,1.08E-05,1,0.074,-7.358,0.228,125.026,0.568
16,273360,0.728,0.671,0.595,0.00454,5,0.163,-10.668,0.0521,133.148,0.96
38,245733,0.424,0.647,0.233,0.00142,7,0.0914,-13.15,0.0361,165.928,0.403
89,175755,0.0414,0.665,0.651,0,1,0.0896,-5.515,0.156,163.935,0.237
69,184958,0.211,0.642,0.614,0,4,0.123,-5.335,0.394,99.572,0.43
42,168786,0.874,0.541,0.713,0.00015,2,0.114,-9.514,0.0504,100.712,0.92
47,195676,0.57,0.493,0.445,0,7,0.11,-7.113,0.0364,81.581,0.392
63,246333,0.0189,0.564,0.945,0,1,0.359,-4.705,0.0493,101.003,0.399
67,187500,0.214,0.557,0.616,0,9,0.281,-5.99,0.226,207.983,0.734
44,266346,0.00907,0.653,0.818,0.23,5,0.0703,-8.125,0.047,174.984,0.198
80,298133,0.00606,0.39,0.779,0,1,0.291,-5.612,0.243,175.89,0.213
16,211160,0.215,0.946,0.931,0,7,0.307,-2.195,0.254,125.003,0.94
99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,0.33,104.053,0.329
24,163800,0.499,0.455,0.479,0,5,0.121,-10.417,0.0272,188.482,0.826
0,251250,0.0206,0.712,0.904,0.000294,7,0.116,-4.144,0.0581,111.944,0.451
39,388906,0.224,0.606,0.868,0.00103,7,0.692,-13.493,0.177,98.832,0.28
56,326807,0.0412,0.397,0.915,0.0641,2,0.348,-5.573,0.0539,81.044,0.719
69,67000,0.995,0.519,0.0786,0.953,3,0.123,-20.894,0.095,64.455,0.314
51,250308,0.195,0.567,0.717,0,9,0.133,-4.442,0.0945,140.016,0.341
60,248964,0.94,0.365,0.273,0.431,4,0.109,-16.526,0.038,132.285,0.238
63,255986,0.0558,0.847,0.873,3.21E-06,8,0.325,-4.805,0.0804,116.007,0.966
45,144024,0.297,0.645,0.317,0.511,6,0.161,-11.372,0.103,100.044,0.0767
62,241933,0.0262,0.617,0.936,1.42E-06,6,0.0699,-4.866,0.0332,143.964,0.817
4,214368,0.823,0.535,0.216,0.00395,9,0.11,-12.932,0.217,171.609,0.246
69,237760,0.0409,0.767,0.712,8.08E-05,1,0.132,-4.128,0.0324,124.091,0.804
90,156600,0.156,0.592,0.691,9.78E-06,3,0.418,-8.354,0.196,99.976,0.0796
5,202640,0.802,0.612,0.183,3.38E-06,7,0.112,-13.277,0.0329,106.412,0.524
64,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0.24,92.024,0.79
44,139733,0.171,0.772,0.672,1.22E-05,9,0.359,-6.653,0.0373,125.227,0.694
16,178432,0.0544,0.889,0.418,0.000984,0,0.154,-9.437,0.0589,110.998,0.572
62,234596,0.0171,0.854,0.564,0,1,0.0849,-4.964,0.0485,134.071,0.899
59,256000,0.00372,0.756,0.637,0.000455,9,0.325,-6.211,0.251,149.989,0.311
48,205093,6.30E-05,0.495,0.943,0.053,0,0.168,-3.884,0.104,116.07,0.357
69,194453,0.403,0.667,0.613,0,1,0.115,-5.353,0.0344,91.024,0.47
50,264452,0.954,0.353,0.239,3.68E-05,1,0.131,-11.059,0.0296,95.136,0.159
68,196600,0.0197,0.639,0.699,0,9,0.0726,-6.736,0.0303,150.007,0.96
53,85714,0.876,0.618,0.211,0.849,9,0.0887,-16.41,0.208,83.982,0.142
31,189573,0.906,0.512,0.295,0.0131,2,0.141,-14.377,0.0344,97.955,0.579
55,227014,0.187,0.761,0.784,3.47E-05,3,0.104,-5.974,0.0752,100.036,0.342
73,196746,0.0312,0.489,0.581,0,11,0.132,-5.731,0.0281,86.016,0.494
56,233448,0.401,0.659,0.608,6.70E-06,11,0.117,-8.566,0.0325,113.952,0.393
8,235573,0.000564,0.543,0.833,2.93E-05,2,0.274,-4.496,0.0289,92.002,0.303
52,170834,0.31,0.869,0.393,0.595,11,0.564,-11.077,0.441,138.029,0.773
62,264000,0.144,0.745,0.389,0,4,0.101,-7.803,0.038,100.037,0.153
31,146800,0.422,0.756,0.532,1.02E-05,7,0.176,-11.143,0.0322,115.672,0.976
67,192294,0.000313,0.498,0.862,0.00941,7,0.352,-6.02,0.0589,128.034,0.47
37,344493,0.000772,0.643,0.826,0.481,0,0.307,-6.124,0.0381,127.997,0.312
80,363521,0.397,0.708,0.843,0,7,0.799,-2.66,0.314,148.14,0.625
80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0.0516,115.007,0.74
62,316053,0.177,0.86,0.71,0,7,0.0865,-5.705,0.285,122.993,0.764
56,165624,0.342,0.615,0.48,0.564,5,0.702,-10.948,0.126,118.438,0.668
43,199849,0.0786,0.795,0.615,2.98E-06,5,0.0855,-5.211,0.0671,110.009,0.393
69,240586,0.73,0.564,0.354,3.43E-06,7,0.208,-10.85,0.0334,98.075,0.423
59,183071,0.183,0.67,0.787,0,1,0.117,-4.878,0.076,100.01,0.714
58,200066,0.882,0.662,0.384,6.38E-05,2,0.122,-6.198,0.0288,120.117,0.186
65,221413,0.662,0.561,0.42,2.60E-06,4,0.186,-7.79,0.0272,72.319,0.27
56,201561,0.768,0.483,0.49,1.20E-06,5,0.112,-4.736,0.0318,137.606,0.43
62,256487,0.328,0.59,0.306,6.95E-06,10,0.0377,-16.326,0.0325,77.069,0.493
0,168438,0.566,0.892,0.301,0,10,0.172,-11.21,0.74,127.964,0.305
39,170960,0.00594,0.547,0.848,0,2,0.0743,-5.622,0.068,128.987,0.393
51,250438,0.265,0.883,0.653,0,9,0.363,-7.428,0.203,110.02,0.703
67,215112,0.318,0.248,0.75,0,7,0.211,-2.964,0.0397,70.679,0.18
69,240680,0.103,0.671,0.672,3.98E-05,4,0.074,-9.188,0.12,117.96,0.186
66,201093,0.058,0.727,0.588,5.46E-06,1,0.0414,-9.568,0.0253,104.413,0.964
